id,name,plnt_typ,gro_trig,nfix_co,days_mat,bm_e,harv_idx,lai_pot,frac_hu1,lai_max1,frac_hu2,lai_max2,hu_lai_decl,dlai_rate,can_ht_max,rt_dp_max,tmp_opt,tmp_base,frac_n_yld,frac_p_yld,frac_n_em,frac_n_50,frac_n_mat,frac_p_em,frac_p_50,frac_p_mat,harv_idx_ws,usle_c_min,stcon_max,vpd,frac_stcon,ru_vpd,co2_hi,bm_e_hi,plnt_decomp,lai_min,bm_tree_acc,yrs_mat,bm_tree_max,ext_co,leaf_tov_mn,leaf_tov_mx,bm_dieoff,rt_st_beg,rt_st_end,plnt_pop1,frac_lai1,plnt_pop2,frac_lai2,frac_sw_gro,wnd_live,wnd_dead,wnd_flat,description
193,ryer,perennial,temp_gro,0,0,30,0.9,3,0.35,0.02,0.62,0.95,0.8,1,1,1.3,15,0,0.023,0.0037,0.0226,0.018,0.014,0.004,0.004,0.0024,0.9,0.03,0.006,4,0.75,8,660,39,0.05,2,0.3,2,30,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
194,saaz,perennial,temp_gro,0,0,30,0.9,4,0.15,0.01,0.5,0.95,0.8,1,1.5,2,15,0,0.0234,0.0033,0.056,0.021,0.012,0.0099,0.0022,0.0019,0.9,0.003,0.005,4,0.75,8,660,39,0.05,0.75,0.3,30,30,0.65,12,3,0.1,0.4,0.2,22,0.05,40,0.71,0.5,0,0,0,
195,sava,perennial,temp_gro,0,0,34,0.9,2,0.05,0.1,0.25,0.7,0.35,1,1,2,25,12,0.016,0.0022,0.02,0.012,0.005,0.0014,0.001,0.0007,0.9,0.003,0.005,4,0.75,10,660,39,0.05,0.15,44,65,76.5,82,12,3,0,0,0,0,0,0,0,0.5,0,0,0,
196,scrn,warm_annual,temp_gro,0,100,39,0.5,2.5,0.15,0.05,0.5,0.95,0.5,0.5,2.5,2,24,12,0.0214,0.0037,0.047,0.0177,0.0138,0.0048,0.0018,0.0014,0.3,0.2,0.007,4,0.75,7.2,660,45,0.05,0,0,0,0,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
197,scsc,perennial,temp_gro,0,0,30,0.9,4,0.15,0.01,0.5,0.95,0.8,1,1.5,2,15,0,0.0234,0.0033,0.056,0.021,0.012,0.0099,0.0022,0.0019,0.9,0.003,0.005,4,0.75,8,660,39,0.05,0.75,0.3,30,30,0.65,12,3,0.1,0.4,0.2,22,0.05,40,0.71,0.5,0,0,0,
198,sept,perennial,temp_gro,0,0,35,0.9,4,0.05,0.05,0.49,0.95,0.99,1,0.5,2,25,12,0.0234,0.0033,0.06,0.0231,0.0134,0.0084,0.0032,0.0019,0.9,0.003,0.005,4,0.75,10,660,36,0.05,0.75,0.3,2,30,1,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
199,sesb,warm_annual,temp_gro,0.5,100,50,0.31,5,0.15,0.01,0.5,0.95,0.9,1,2,2,25,10,0.065,0.0091,0.05,0.02,0.015,0.0074,0.0037,0.0035,0.01,0.2,0.005,4,0.75,10,660,60,0.05,0,0,0,0,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
200,sgbt,warm_annual_tuber,temp_gro,0,100,30,2,5,0.05,0.05,0.5,0.95,0.6,1,1.2,2,18,4,0.013,0.002,0.055,0.02,0.012,0.006,0.0025,0.0019,1.1,0.2,0.007,4,0.75,10,660,35,0.05,0,0,0,0,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
201,sghy,warm_annual,temp_gro,0,0,33.5,0.9,4,0.15,0.05,0.5,0.95,0.64,0.5,1.5,2,30,11,0.0199,0.0032,0.044,0.0164,0.0128,0.006,0.0022,0.0018,0.9,0.2,0.005,4,0.75,8.5,660,36,0.05,0,0,0,0,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
202,shrb,perennial,temp_gro,0,0,34,0.9,2,0.05,0.1,0.25,0.7,0.35,1,1,2,25,12,0.016,0.0022,0.02,0.012,0.005,0.0014,0.001,0.0007,0.9,0.003,0.005,4,0.75,10,660,39,0.05,0.15,39,61,74,80,12,3,0,0,0,0,0,0,0,0.5,0,0,0,
203,side,perennial,temp_gro,0,0,11,0.9,1.7,0.05,0.05,0.3,0.7,0.35,1,0.4,1.4,25,12,0.016,0.0022,0.02,0.01,0.006,0.0014,0.001,0.0007,0.9,0.003,0.005,4,0.75,10,660,21,0.05,2,0.3,2,30,1.12,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
204,soct,warm_annual,temp_gro,0.5,0,25,0.31,3,0.15,0.05,0.5,0.95,0.6,1,0.8,1.7,25,10,0.065,0.0091,0.0524,0.0265,0.0258,0.0074,0.0037,0.0035,0.01,0.25,0.007,4,0.75,8,660,34,0.05,0,0,0,0,0.45,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
205,sont,warm_annual,temp_gro,0.5,100,25,0.31,3,0.15,0.05,0.5,0.95,0.6,1,0.8,1.7,25,10,0.065,0.0091,0.0524,0.0265,0.0258,0.0074,0.0037,0.0035,0.01,0.07,0.007,4,0.75,8,660,34,0.05,0,0,0,0,0.45,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
206,sonu,perennial,temp_gro,0,0,30,0.9,4,0.15,0.01,0.5,0.95,0.8,1,1.5,2,15,0,0.0234,0.0033,0.056,0.021,0.012,0.0099,0.0022,0.0019,0.9,0.003,0.005,4,0.75,8,660,39,0.05,0.75,0.3,30,30,0.65,12,3,0.1,0.4,0.2,22,0.05,40,0.71,0.5,0,0,0,
207,sosa,perennial,temp_gro,0,0,30,0.9,4,0.15,0.01,0.5,0.95,0.8,1,1.5,2,15,0,0.0234,0.0033,0.056,0.021,0.012,0.0099,0.0022,0.0019,0.9,0.003,0.005,4,0.75,8,660,39,0.05,0.75,0.3,30,30,0.65,12,3,0.1,0.4,0.2,22,0.05,40,0.71,0.5,0,0,0,
208,soyb,warm_annual,temp_gro,0.5,120,25,0.31,5,0.15,0.15,0.5,0.95,0.9,1,0.8,2,25,10,0.0699,0.0077,0.0524,0.0265,0.0258,0.0074,0.0037,0.0035,0.01,0.14,0.007,4,0.75,8,660,34,0.05,0,0,0,0,0.45,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
209,soyb100,warm_annual,temp_gro,0.5,100,25,0.31,5,0.15,0.15,0.5,0.95,0.9,1,0.8,2,25,10,0.0699,0.0077,0.0524,0.0265,0.0258,0.0074,0.0037,0.0035,0.01,0.14,0.007,4,0.75,8,660,34,0.05,0,0,0,0,0.45,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
210,soyb105,warm_annual,temp_gro,0.5,105,25,0.31,5,0.15,0.15,0.5,0.95,0.9,1,0.8,2,25,10,0.0699,0.0077,0.0524,0.0265,0.0258,0.0074,0.0037,0.0035,0.01,0.14,0.007,4,0.75,8,660,34,0.05,0,0,0,0,0.45,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
211,soyb110,warm_annual,temp_gro,0.5,110,25,0.31,5,0.15,0.15,0.5,0.95,0.9,1,0.8,2,25,10,0.0699,0.0077,0.0524,0.0265,0.0258,0.0074,0.0037,0.0035,0.01,0.14,0.007,4,0.75,8,660,34,0.05,0,0,0,0,0.45,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
212,soyb115,warm_annual,temp_gro,0.5,115,25,0.31,5,0.15,0.15,0.5,0.95,0.9,1,0.8,2,25,10,0.0699,0.0077,0.0524,0.0265,0.0258,0.0074,0.0037,0.0035,0.01,0.14,0.007,4,0.75,8,660,34,0.05,0,0,0,0,0.45,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
213,soyb120,warm_annual,temp_gro,0.5,120,25,0.31,5,0.15,0.15,0.5,0.95,0.9,1,0.8,2,25,10,0.0699,0.0077,0.0524,0.0265,0.0258,0.0074,0.0037,0.0035,0.01,0.14,0.007,4,0.75,8,660,34,0.05,0,0,0,0,0.45,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
214,spas,perennial,temp_gro,0,0,35,0.9,4,0.05,0.05,0.49,0.95,0.99,1,0.5,2,25,12,0.0234,0.0033,0.06,0.0231,0.0134,0.0084,0.0032,0.0019,0.9,0.003,0.005,4,0.75,10,660,36,0.05,2,0.3,2,40,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
215,spin,cold_annual,temp_gro,0,90,30,0.95,4.2,0.1,0.05,0.9,0.95,0.95,0.1,0.5,0.6,24,4,0.0543,0.0058,0.062,0.04,0.03,0.005,0.004,0.0035,0.95,0.2,0.006,4,0.75,5,660,35,0.05,0,0,0,0,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
216,spot,warm_annual_tuber,temp_gro,0,100,15,0.6,4,0.15,0.01,0.5,0.95,0.6,1,0.8,2,24,14,0.0097,0.001,0.045,0.016,0.009,0.0045,0.0019,0.0015,0.4,0.05,0.006,4,0.75,3,660,19,0.05,0,0,0,0,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
217,strw,perennial,temp_gro,0,0,30,0.45,3,0.15,0.05,0.5,0.95,0.6,1,0.5,0.6,32,10,0.0116,0.0023,0.0663,0.0255,0.0148,0.0053,0.002,0.0012,0.25,0.03,0.006,4,0.75,8,660,39,0.05,0,0,0,0,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
218,sugc,perennial,temp_gro,0,0,25,0.5,6,0.15,0.01,0.5,0.95,0.75,0.1,3,2,25,11,0,0,0.01,0.004,0.0025,0.0075,0.003,0.0019,0.01,0.001,0.005,4,0.75,10,660,33,0.05,2,0.3,2,30,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
219,sunf,warm_annual,temp_gro,0,110,46,0.3,3,0.15,0.01,0.5,0.95,0.62,2,2.5,2,25,6,0.0454,0.0074,0.05,0.023,0.0146,0.0063,0.0029,0.0023,0.18,0.2,0.008,4,0.75,32.3,660,59,0.05,0,0,0,0,0.9,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
220,sunf100,warm_annual,temp_gro,0,100,46,0.3,3,0.15,0.01,0.5,0.95,0.62,2,2.5,2,25,6,0.0454,0.0074,0.05,0.023,0.0146,0.0063,0.0029,0.0023,0.18,0.2,0.008,4,0.75,32.3,660,59,0.05,0,0,0,0,0.9,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
221,sunf110,warm_annual,temp_gro,0,110,46,0.3,3,0.15,0.01,0.5,0.95,0.62,2,2.5,2,25,6,0.0454,0.0074,0.05,0.023,0.0146,0.0063,0.0029,0.0023,0.18,0.2,0.008,4,0.75,32.3,660,59,0.05,0,0,0,0,0.9,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
222,sunf90,warm_annual,temp_gro,0,90,46,0.3,3,0.15,0.01,0.5,0.95,0.62,2,2.5,2,25,6,0.0454,0.0074,0.05,0.023,0.0146,0.0063,0.0029,0.0023,0.18,0.2,0.008,4,0.75,32.3,660,59,0.05,0,0,0,0,0.9,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
223,swch,perennial,temp_gro,0,0,47,0.9,6,0.1,0.2,0.2,0.95,0.7,1,2.5,2.2,25,12,0.016,0.0022,0.035,0.015,0.0038,0.0014,0.001,0.0007,0.9,0.003,0.005,4,0.75,8.5,660,54,0.05,2,0.3,2,30,0.33,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
224,swgr,perennial,temp_gro,0,0,35,0.9,4,0.15,0.01,0.5,0.95,0.85,1,0.7,2,25,8,0.05,0.004,0.03,0.02,0.012,0.002,0.0015,0.0013,0.9,0.003,0.005,4,0.75,8,660,45,0.05,2,0.3,2,30,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
225,swht,cold_annual,temp_gro,0,120,35,0.42,4,0.15,0.05,0.5,0.95,0.6,1,0.9,2,18,0,0.0234,0.0033,0.06,0.0231,0.0134,0.0084,0.0032,0.0019,0.2,0.03,0.006,4,0.75,8,660,46,0.05,0,0,0,0,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
226,swht110,cold_annual,temp_gro,0,110,35,0.42,4,0.15,0.05,0.5,0.95,0.6,1,0.9,2,18,0,0.0234,0.0033,0.06,0.0231,0.0134,0.0084,0.0032,0.0019,0.2,0.03,0.006,4,0.75,8,660,46,0.05,0,0,0,0,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
227,swht120,cold_annual,temp_gro,0,120,35,0.42,4,0.15,0.05,0.5,0.95,0.6,1,0.9,2,18,0,0.0234,0.0033,0.06,0.0231,0.0134,0.0084,0.0032,0.0019,0.2,0.03,0.006,4,0.75,8,660,46,0.05,0,0,0,0,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
228,swrn,perennial,temp_gro,0,0,34,0.9,1.5,0.05,0.1,0.25,0.7,0.35,1,1,2,25,12,0.016,0.0022,0.02,0.012,0.005,0.0014,0.001,0.0007,0.9,0.003,0.005,4,0.75,10,660,39,0.05,0.05,0.3,10,30,0.33,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
229,teff,cold_annual,temp_gro,0,100,35,0.23,3,0.15,0.05,0.5,0.95,0.9,1,0.9,2,18,0,0.0234,0.0033,0.06,0.0231,0.0134,0.0084,0.0032,0.0019,0.2,0.03,0.0056,4,0.75,8,660,46,0.05,0,0,0,0,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
230,timo,perennial,temp_gro,0,0,35,0.9,4,0.15,0.01,0.5,0.95,0.85,1,0.8,2,25,8,0.0234,0.0033,0.0314,0.0137,0.0103,0.0038,0.0025,0.0019,0.9,0.003,0.005,4,0.75,8,660,45,0.05,2,0.3,2,30,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
231,tobc,warm_annual,temp_gro,0,160,39,0.55,4.5,0.15,0.05,0.5,0.95,0.7,1,1.8,2,25,10,0.014,0.0016,0.047,0.0177,0.0138,0.0048,0.0018,0.0014,0.55,0.2,0.005,4,0.75,8,660,44,0.05,0,0,0,0,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
232,toma,warm_annual,temp_gro,0,90,30,0.33,3,0.15,0.05,0.5,0.95,0.95,0.1,0.5,2,22,10,0.0235,0.0048,0.0663,0.03,0.025,0.0053,0.0035,0.0025,0.15,0.03,0.008,4,0.75,8,660,39,0.05,0,0,0,0,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
233,tral,perennial,temp_gro,0,0,30,0.9,4,0.15,0.01,0.5,0.95,0.8,1,1.5,2,15,0,0.0234,0.0033,0.056,0.021,0.012,0.0099,0.0022,0.0019,0.9,0.003,0.005,4,0.75,8,660,39,0.05,0.75,0.3,30,30,0.65,12,3,0.1,0.4,0.2,22,0.05,40,0.71,0.5,0,0,0,
234,trit,cold_annual,temp_gro,0,100,35,0.45,6,0.15,0.01,0.5,0.95,0.8,1,1,2,15,0,0.2,0.0033,0.06,0.023,0.0134,0.0084,0.0032,0.0019,0.03,0.001,0.007,4.75,0.5,6,660,47,0.05,0.75,0.3,10,50,0.61,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
235,tubg,perennial,temp_gro,0,0,32,0.9,2.25,0.2,0.06,0.44,0.83,0.58,1,1.05,1.65,15,0,0.0195,0.003,0.0213,0.015,0.0095,0.0027,0.0025,0.0016,0.9,0.017,0.005,4,0.75,9,660,42.5,0.05,0.13,35,60,73,79.5,12,3,0,0,0,0,0,0,0,0.5,0,0,0,
236,tuhb,perennial,temp_gro,0,0,30,0.9,3,0.35,0.02,0.62,0.95,0.8,1,1.1,1.3,15,0,0.023,0.0037,0.0226,0.018,0.014,0.004,0.004,0.0024,0.9,0.03,0.005,4,0.75,8,660,46,0.05,0.1,31,59,72,79,12,3,0,0,0,0,0,0,0,0.5,0,0,0,
237,tumi,perennial,temp_gro,0,0,32,0.9,2.25,0.2,0.06,0.44,0.83,0.58,1,1.05,1.65,15,0,0.0195,0.003,0.0213,0.015,0.0095,0.0027,0.0025,0.0016,0.9,0.017,0.005,4,0.75,9,660,42.5,0.05,0.13,35,60,73,79.5,12,3,0,0,0,0,0,0,0,0.5,0,0,0,
238,tuwo,perennial,temp_gro,0,0,32,0.9,2.5,0.2,0.06,0.44,0.83,0.58,1,1.05,1.65,15,0,0.0195,0.003,0.0213,0.015,0.0095,0.0027,0.0025,0.0016,0.9,0.017,0.005,4,0.75,9,660,42.5,0.05,0.13,35,60,73,79.5,12,3,0,0,0,0,0,0,0,0.5,0,0,0,
239,urbn_cool,perennial,temp_gro,0,0,30,0.9,4,0.15,0.01,0.5,0.95,0.8,1,1.5,2,15,0,0.0234,0.0033,0.056,0.021,0.012,0.0099,0.0022,0.0019,0.9,0.003,0.005,4,0.75,8,660,39,0.05,2,0.3,2,30,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
240,urbn_warm,perennial,temp_gro,0,0,35,0.9,4,0.05,0.05,0.49,0.95,0.99,1,0.5,2,25,12,0.0234,0.0033,0.06,0.0231,0.0134,0.0084,0.0032,0.0019,0.9,0.003,0.005,4,0.75,10,660,36,0.05,2,0.3,2,30,1,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
241,waln,perennial,temp_gro,0,0,15,0.1,4,0.1,0.15,0.5,0.75,0.99,1,3.5,2,20,7,0.0019,0.0004,0.006,0.002,0.0015,0.0007,0.0004,0.0003,0.05,0.001,0.007,4,0.75,3,660,20,0.05,0.75,0.3,10,500,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
242,wbar,cold_annual,temp_gro,0,100,30,0.54,4,0.05,0.05,0.45,0.95,0.9,1,0.9,1.3,18,0,0.025,0.0022,0.0663,0.0255,0.0148,0.0053,0.002,0.0012,0.2,0.03,0.0056,4,0.75,6,660,39,0.05,0,0,0,0,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
243,wehb,perennial,temp_gro,0,0,47,0.9,6,0.1,0.2,0.2,0.95,0.7,1,2.5,2.2,25,12,0.016,0.0022,0.035,0.015,0.0038,0.0014,0.001,0.0007,0.9,0.003,0.005,4,0.75,8.5,660,54,0.05,0.05,49,69,79,84,12,3,0,0,0,0,0,0,0,0.5,0,0,0,
244,wetf,perennial,temp_gro,0,0,15,0.76,5,0.05,0.05,0.4,0.95,0.99,1,6,3.5,30,10,0.0015,0.0003,0.006,0.002,0.0015,0.0007,0.0004,0.0003,0.01,0.001,0.002,4,0.75,8,660,16,0.05,0.75,0.3,30,100,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
245,wetl,perennial,temp_gro,0,0,47,0.9,6,0.1,0.2,0.2,0.95,0.7,1,2.5,2.2,25,12,0.016,0.0022,0.035,0.015,0.0038,0.0014,0.001,0.0007,0.9,0.003,0.005,4,0.75,8.5,660,54,0.05,0.75,0.3,30,100,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
246,wetn,perennial,temp_gro,0,0,47,0.9,6,0.1,0.2,0.2,0.95,0.7,1,2.5,2.2,25,12,0.016,0.0022,0.035,0.015,0.0038,0.0014,0.001,0.0007,0.9,0.003,0.005,4,0.75,8.5,660,54,0.05,0.75,0.3,30,100,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
247,wewo,perennial,temp_gro,0,0,15,0.76,5,0.05,0.05,0.4,0.95,0.99,1,6,3.5,30,10,0.0015,0.0003,0.006,0.002,0.0015,0.0007,0.0004,0.0003,0.01,0.001,0.002,4,0.75,8,660,16,0.05,0.05,45,66,77,83,12,3,0,0,0,0,0,0,0,0.5,0,0,0,
248,will,perennial,temp_gro,0,0,30,0.76,5,0.05,0.05,0.4,0.95,0.99,1,7.5,3.5,30,10,0.0015,0.0003,0.006,0.002,0.0015,0.0007,0.0004,0.0003,0.01,0.001,0.0036,4,0.75,8,660,31,0.05,0.75,0.3,10,20,0.45,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
249,wmel,warm_annual,temp_gro,0,90,30,0.5,1.5,0.15,0.05,0.5,0.95,0.6,1,0.5,2,35,18,0.0117,0.0011,0.0663,0.0075,0.0048,0.0053,0.0025,0.0012,0.25,0.03,0.006,4,0.75,3,660,39,0.05,0,0,0,0,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
250,wpas,perennial,temp_gro,0,0,30,0.9,4,0.15,0.01,0.5,0.95,0.8,1,1.5,2,15,0,0.0234,0.0033,0.056,0.021,0.012,0.0099,0.0022,0.0019,0.9,0.003,0.005,4,0.75,8,660,39,0.05,2,0.3,2,40,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
251,wspr,perennial,temp_gro,0,0,15,0.76,5,15,0.7,25,0.99,0.99,1,35,3,30,0,0.0015,0.0003,0.006,0.002,0.0015,0.0007,0.0004,0.0003,0.6,0.001,0.007,-6.5,1,8,660,25,0.05,0.75,0.3,50,100,0.52,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
252,wwgr,perennial,temp_gro,0,0,35,0.9,4,0.5,0.02,0.89,0.95,0.85,1,0.6,1.3,25,6,0.05,0.004,0.03,0.02,0.012,0.002,0.0015,0.0013,0.9,0.003,0.008,4,0.75,8,660,45,0.05,2,0.3,2,30,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
253,wwht,cold_annual,temp_gro,0,160,30,0.4,4,0.05,0.05,0.45,0.95,0.5,1,0.9,1.3,18,0,0.025,0.0022,0.0663,0.0255,0.0148,0.0053,0.002,0.0012,0.2,0.03,0.006,4,0.75,6,660,39,0.05,0,0,0,0,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
254,wwht150,cold_annual,temp_gro,0,150,30,0.4,4,0.05,0.05,0.45,0.95,0.5,1,0.9,1.3,18,0,0.025,0.0022,0.0663,0.0255,0.0148,0.0053,0.002,0.0012,0.2,0.03,0.006,4,0.75,6,660,39,0.05,0,0,0,0,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
255,wwht160,cold_annual,temp_gro,0,160,30,0.4,4,0.05,0.05,0.45,0.95,0.5,1,0.9,1.3,18,0,0.025,0.0022,0.0663,0.0255,0.0148,0.0053,0.002,0.0012,0.2,0.03,0.006,4,0.75,6,660,39,0.05,0,0,0,0,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
256,wwht170,cold_annual,temp_gro,0,170,30,0.4,4,0.05,0.05,0.45,0.95,0.5,1,0.9,1.3,18,0,0.025,0.0022,0.0663,0.0255,0.0148,0.0053,0.002,0.0012,0.2,0.03,0.006,4,0.75,6,660,39,0.05,0,0,0,0,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
257,wetw,perennial,temp_gro,0,0,47,0.9,6,0.1,0.2,0.2,0.95,0.7,1,2.5,2.2,25,12,0.016,0.0022,0.035,0.015,0.0038,0.0014,0.001,0.0007,0.9,0.003,0.005,4,0.75,8.5,660,54,0.05,0.75,0.3,30,100,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
258,wetm,perennial,temp_gro,0,0,47,0.9,6,0.1,0.2,0.2,0.95,0.7,1,2.5,2.2,25,12,0.016,0.0022,0.035,0.015,0.0038,0.0014,0.001,0.0007,0.9,0.003,0.005,4,0.75,8.5,660,54,0.05,0.75,0.3,30,100,0.65,12,3,0.1,0,0,0,0,0,0,0.5,0,0,0,
